"","V1","V2","V3","V4"
"1",1.39933295863225,0,0,0
"2",0.898323303177212,0,0,0
"3",0.605837378268478,0,0,0
"4",-1.2419904415676,0,0,0
"5",0.0191105535027257,0,0,0
"6",0.820474909110192,0,0,0
"7",1.35749149048375,0,0,0
"8",0.791166848533146,0,0,0
"9",-1.51413118097348,0,0,0
"10",0.925922583926654,0,0,0
"11",0.683328462468443,0,0,0
"12",0.593584915509239,0,0,0
"13",1.54388380360385,0,0,0
"14",-0.728144086218194,0,0,0
"15",1.20708909180307,0,0,0
"16",0,0.607472199239894,0,0
"17",0,0.0963073409573871,0,0
"18",0,0.652953537782403,0,0
"19",0,-0.912217121840569,0,0
"20",0,0.130623844372772,0,0
"21",0,0.830700792159718,0,0
"22",0,0.760800294245575,0,0
"23",0,1.47344009771723,0,0
"24",0,-1.40478518711669,0,0
"25",0,0.506675358958014,0,0
"26",0,1.29900897522099,0,0
"27",0,0.459694517024546,0,0
"28",0,0.899690664122163,0,0
"29",0,-1.11456717539706,0,0
"30",0,0.443507799650178,0,0
"31",0,0,0.441168565212103,0
"32",0,0,1.24901581661339,0
"33",0,0,1.0572030356805,0
"34",0,0,-0.562934896145368,0
"35",0,0,0.613709762795319,0
"36",0,0,0.778764927847861,0
"37",0,0,0.713262542761181,0
"38",0,0,1.93457419402076,0
"39",0,0,-0.897743066711241,0
"40",0,0,0.771208543385872,0
"41",0,0,1.25791946956041,0
"42",0,0,0.237609487175345,0
"43",0,0,1.71164115938748,0
"44",0,0,-1.2432892743049,0
"45",0,0,0.661152698836463,0
"46",0,0,0,0.781171356959605
"47",0,0,0,0.915730469196062
"48",0,0,0,0.942182262585035
"49",0,0,0,-0.401738214415433
"50",0,0,0,0.45726353833972
"51",0,0,0,0.77206965142685
"52",0,0,0,1.24268605295956
"53",0,0,0,1.25139025948381
"54",0,0,0,-0.961341109379155
"55",0,0,0,0.468915928304886
"56",0,0,0,1.40658804988994
"57",0,0,0,0.929850385562427
"58",0,0,0,0.635147051685059
"59",0,0,0,-0.604335441160584
"60",0,0,0,1.0176925419011
